,undersampling_ratio,ratio_description,cv_auc_mean,cv_auc_std,cv_accuracy_mean,cv_accuracy_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_f1_mean,cv_f1_std,train_roc_auc,train_accuracy,train_f1,avg_confusion_matrix,avg_tn,avg_fp,avg_fn,avg_tp,original_samples,balanced_samples,samples_removed,training_time
0,0.3,small (low),0.8953194134361432,0.0010105277608647414,0.8881493027980533,0.0005058043951118466,0.8859561460577314,0.0005144687662465018,0.9880516094402463,0.0005861182429765221,0.9342225810064362,0.00029327788880764114,1.0,1.0,1.0,"[[ 6511.4  7093.6]
 [  666.4 55106.8]]",6511.4,7093.6,666.4,55106.8,277512,235820,41692,382.16487169265747
1,0.4,moderate (mid),0.8956422892156134,0.0009400131264242099,0.8845948722551789,0.0007396925075401283,0.8942772157740692,0.0005997129361975637,0.9712693575901673,0.0010988798933072054,0.9311839752598555,0.0004641762049361774,1.0,1.0,1.0,"[[ 7200.8  6404.2]
 [ 1602.4 54170.8]]",7200.8,6404.2,1602.4,54170.8,277512,190470,87042,315.17917466163635
2,0.5,Balanced (high),0.896616899194013,0.0008505166225590689,0.877212151922147,0.001702642101473106,0.9032281161908005,0.0008969665568196726,0.9489288807710325,0.001848943141133621,0.9255137501936513,0.0010745668730495306,1.0,1.0,1.0,"[[ 7934.6  5670.4]
 [ 2848.4 52924.8]]",7934.6,5670.4,2848.4,52924.8,277512,163260,114252,300.45849871635437
3,0.6,Aggressive,0.8964978265888066,0.0010298466361172022,0.8666699352247729,0.0009589125886549198,0.9113722190064051,0.0006155925391234152,0.9240029296945768,0.0012900672339849306,0.9176434517990174,0.0006336132318252751,1.0,1.0,1.0,"[[ 8593.4  5011.6]
 [ 4238.6 51534.6]]",8593.4,5011.6,4238.6,51534.6,277512,145120,132392,296.6904728412628
4,0.7,Very Aggresive,0.8962067870329271,0.0011067332069595282,0.8539627732514047,0.0014637649505292961,0.91912479243912,0.0010094822047903575,0.8972947626669068,0.001588138545355045,0.9080776331301695,0.0009593680711131227,1.0,1.0,1.0,"[[ 9201.4  4403.6]
 [ 5728.2 50045. ]]",9201.4,4403.6,5728.2,50045.0,277512,132162,145350,221.1457555294037
